_index,_type,_id,_score,_source.os.build,_source.os.major,_source.os.minor,_source.os.name,_source.os.platform,_source.os.uname,_source.os.version,_source.lastKeepAlive,_source.configSum,_source.node_name,_source.mergedSum,_source.dateAdd,_source.name,_source.ip,_source.id,_source.status,_source.registerIP,_source.group,_source.version,_source.manager,_source.timestamp,_source.host,_source.cluster.name
racVM-monitoring-2022.14w,_doc,IauP-n8Bo1kLDy8QyEsF,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-05T16:29:54Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,192.168.11.196,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/5/2022 16:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,qhhR_n8BNtEzm59aFAQe,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T09:59:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 10:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,khgM_n8BNtEzm59aaQP0,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T08:44:58Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 8:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,qRga_n8BNtEzm59aIwOv,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T08:59:58Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 9:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,xxgn_n8BNtEzm59a4QNB,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T09:14:59Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 9:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,hBjs_X8BNtEzm59a8QG4,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T08:10:32Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 8:10,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,xRjw_X8BNtEzm59a8wL4,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T08:14:57Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 8:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,dBj-_X8BNtEzm59arANO,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T08:29:57Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 8:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,Fhg1_n8BNtEzm59angSM,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T09:29:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 9:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,MRhD_n8BNtEzm59aVwQD,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T09:44:52Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.102.98.33,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 9:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,Ohjo_n8BNtEzm59aIgb5,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T12:44:59Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,192.168.1.122,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 12:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,DBja_n8BNtEzm59aZgYj,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T12:29:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,192.168.1.122,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 12:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,FxhI_38BNtEzm59aRAhL,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T14:29:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 14:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,aRj1_n8BNtEzm59a3QZt,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T12:59:49Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,192.168.1.122,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,jxgf_38BNtEzm59aFAdb,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T13:44:51Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,yRgs_38BNtEzm59azwcK,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T13:59:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 14:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,8Rg6_38BNtEzm59aiQd4,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T14:14:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 14:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,MRgD_38BNtEzm59amweG,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T13:14:52Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,WRgR_38BNtEzm59aVgeB,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T13:29:52Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 13:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,2LiBCoAB8lCS1J-iGz2-,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-08T18:47:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 18:47,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,Phjt_38BNtEzm59aEQzC,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T17:29:51Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,ZRgxAIABNtEzm59avg1K,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T18:45:01Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,QRjR_38BNtEzm59alwvP,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T16:59:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,bhj6_38BNtEzm59azAyT,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T17:44:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:45,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,phgIAIABNtEzm59ahgzT,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T17:59:51Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,0hgWAIABNtEzm59aQQyY,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T18:14:50Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,NhgjAIABNtEzm59a_w39,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T18:29:51Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 18:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,qhjf_38BNtEzm59aUwsJ,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-06T17:14:52Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/6/2022 17:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,pLiMCoAB8lCS1J-iLD9o,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-08T18:59:53Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:00,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,7biZCoAB8lCS1J-i6T_Y,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-08T19:14:56Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:15,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,KrinCoAB8lCS1J-io0CJ,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-08T19:29:58Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:30,racVM-manager,disabled
racVM-monitoring-2022.14w,_doc,cri1CoAB8lCS1J-iYUBQ,1.625895,19044,10,0,Microsoft Windows 10 Enterprise,windows,Microsoft Windows 10 Enterprise,10.0.19044,2022-04-08T19:44:58Z,ab73af41699f13fdd81903b5f23d8d00,node01,2c45c95db2954d2c7d0ea533f09e81a5,2022-04-05T10:58:52Z,AG1L0002,10.252.0.78,1,active,any,"[""default""]",racVM v4.2.6,racVM-manager,4/8/2022 19:45,racVM-manager,disabled
